0.179533,0.0818399,0.0567522
0.587751,0.291917,0.218411
0.0854144,0.197934,0.330467
0.109905,0.147279,0.0527852
0.198637,0.219394,0.432783
0.10183,0.512099,0.414315
0.788568,0.19868,0.0283979
0.0240055,0.109914,0.400585
0.583218,0.0855663,0.118416
0.103202,0.0440422,0.14195
0.387335,0.501036,0.0535887
0.848785,0.354612,0.0224465
-0.00994527,0.0540853,0.290265
0.0702983,0.296088,0.0711319
0.472566,0.0311642,0.0399016
0.928981,0.558947,0.0109156
0.52891,0.0928403,0.30478
-0.0655904,0.249039,0.399718
0.914786,0.914591,0.893852
0.579172,0.592006,0.593303
0.354241,0.365466,0.367558
0.189869,0.191883,0.193077
0.0847496,0.0889342,0.0925526
0.0301142,0.031163,0.0327367
